x,Curve1
419.87,0.21476
461.83,0.27677
488.33,0.36195
503.79,0.41615
545.74,0.47429
578.86,0.55175
603.15,0.62919
640.69,0.69892
689.27,0.74935
729.02,0.81909
757.73,0.90041
790.85,0.98174
837.22,0.98573
872.56,0.91233
912.3,0.77704
932.18,0.68812
958.68,0.56441
976.34,0.47161
1005.05,0.3479
1027.13,0.25899
1047,0.1778
1073.5,0.09277
