x,Curve1
402.55,0.00313
432.38,0.02444
457.49,0.0469
471.62,0.09048
482.09,0.14697
492.56,0.2211
498.84,0.29992
503.55,0.38813
509.83,0.48693
511.92,0.56925
515.58,0.64805
521.86,0.74803
530.24,0.86448
534.95,0.92918
542.8,0.97272
554.83,1.001
572.62,0.93289
583.09,0.85416
587.8,0.78481
593.56,0.70488
600.36,0.59908
610.83,0.48037
622.34,0.35579
633.85,0.21945
642.75,0.14777
650.6,0.09842
661.59,0.04791
674.67,0.01505
694.03,0.00339
721.25,-4e-06
742.18,0.0001
