x,Curve1
-19.81,-5.0502
-15.515,-4.7125
-11.415,-4.3136
-7.316,-3.9147
-3.412,-3.5158
0.687,-3.0556
4.591,-2.5954
8.3,-2.1659
12.008,-1.6751
15.716,-1.1843
19.425,-0.7242
23.133,-0.2334
26.841,0.2268
30.354,0.7481
33.867,1.2695
37.38,1.7909
40.697,2.3736
43.819,2.9255
47.136,3.4775
50.258,4.0908
53.184,4.6733
56.111,5.2866
59.037,5.8691
61.964,6.4823
64.695,7.0955
67.425,7.7394
70.157,8.3525
72.887,8.9964
75.423,9.6401
77.959,10.2839
